Illumina_Trusight_one_clinical_exome	SureSelect_Focussed_exome_RDE	Sure_select_all_exon_v5	Sure_select_all_exon_v6
		MIR203B	MECP2
		MIR204	MECR
		MIR205	MED1
		MIR2052	MED10
		MIR2053	MED11
		MIR2054	MED12
		MIR205HG	MED12L
		MIR206	MED13
		MIR208A	MED13L
		MIR208B	MED14
		MIR20A	MED14OS
		MIR20B	MED15
		MIR21	MED15P9
		MIR210	MED16
		MIR210HG	MED17
		MIR211	MED18
		MIR2113	MED19
		MIR2114	MED20
		MIR2116	MED21
		MIR2117	MED22
		MIR212	MED23
		MIR214	MED24
		MIR215	MED25
		MIR216A	MED26
		MIR216B	MED27
		MIR217	MED28
		MIR218-1	MED29
		MIR218-2	MED30
		MIR219A1	MED31
		MIR219A2	MED4
		MIR219B	MED4-AS1
		MIR22	MED6
		MIR221	MED7
		MIR222	MED8
		MIR223	MED9
		MIR2276	MEDAG
		MIR2277	MEF2A
		MIR2278	MEF2B
		MIR22HG	MEF2BNB
		MIR2355	MEF2BNB-MEF2B
		MIR2392	MEF2C
		MIR23A	MEF2D
		MIR23B	MEFV
		MIR23C	MEG3
		MIR24-1	MEGF10
		MIR24-2	MEGF11
		MIR2467	MEGF6
		MIR25	MEGF8
		MIR2681	MEGF9
		MIR2682	MEI1
		MIR26A1	MEI4
		MIR26A2	MEIG1
		MIR26B	MEIKIN
		MIR27A	MEIOB
		MIR27B	MEIS1
		MIR2861	MEIS1-AS2
		MIR2909	MEIS2
		MIR296	MEIS3
		MIR298	MEIS3P1
		MIR299	MELK
		MIR29A	MEMO1
		MIR29B1	MEN1
		MIR29B2	MEOX1
		MIR29C	MEOX2
		MIR300	MEP1A
		MIR301A	MEP1B
		MIR301B	MEPCE
		MIR302A	MEPE
		MIR302B	MERTK
		MIR302C	MESDC1
		MIR302D	MESDC2
		MIR302F	MESP1
		MIR3064	MESP2
		MIR3065	MEST
		MIR3074	MET
		MIR30A	METAP1
		MIR30B	METAP1D
		MIR30C1	METAP2
		MIR30C2	METRN
		MIR30D	METRNL
		MIR30E	METTL1
		MIR31	METTL10
		MIR3115	METTL11B
		MIR3117	METTL12
		MIR3119-1	METTL13
		MIR3119-2	METTL14
		MIR3120	METTL15
		MIR3121	METTL16
		MIR3122	METTL17
		MIR3123	METTL18
		MIR3124	METTL20
		MIR3125	METTL21A
		MIR3126	METTL21B
		MIR3127	METTL21C
		MIR3128	METTL22
		MIR3129	METTL23
		MIR3130-1	METTL24
		MIR3130-2	METTL25
		MIR3131	METTL2A
		MIR3132	METTL2B
		MIR3134	METTL3
		MIR3136	METTL4
		MIR3138	METTL5
		MIR3140	METTL6
		MIR3141	METTL7A
		MIR3142	METTL7B
		MIR3143	METTL8
		MIR3145	METTL9
		MIR3146	MEX3A
		MIR3147	MEX3B
		MIR3148	MEX3C
		MIR3150A	MEX3D
		MIR3150B	MFAP1
		MIR3151	MFAP2
		MIR3152	MFAP3
		MIR3153	MFAP3L
		MIR3154	MFAP4
		MIR3155A	MFAP5
		MIR3155B	MFF
		MIR3156-1	MFGE8
		MIR3156-2	MFHAS1
		MIR3156-3	MFI2
		MIR3157	MFI2-AS1
		MIR3158-1	MFN1
		MIR3158-2	MFN2
		MIR3160-1	MFNG
		MIR3160-2	MFRP
		MIR3162	MFSD1
		MIR3165	MFSD10
		MIR3167	MFSD11
		MIR3169	MFSD12
		MIR3170	MFSD2A
		MIR3173	MFSD2B
		MIR3175	MFSD3
		MIR3176	MFSD4
		MIR3177	MFSD5
		MIR3178	MFSD6
		MIR3179-1	MFSD6L
		MIR3179-2	MFSD7
		MIR3184	MFSD8
		MIR3185	MFSD9
		MIR3186	MGA
		MIR3187	MGAM
		MIR3188	MGARP
		MIR3189	MGAT1
		MIR3190	MGAT2
		MIR3191	MGAT3
		MIR3192	MGAT4A
		MIR3193	MGAT4B
		MIR3194	MGAT4C
		MIR3196	MGAT4D
		MIR3197	MGAT4EP
		MIR3198-1	MGAT5
		MIR3198-2	MGAT5B
		MIR3199-1	MGC15885
		MIR3199-2	MGC16275
		MIR31HG	MGC32805
		MIR32	MGC45922
		MIR3201	MGC57346-CRHR1
		MIR3202-1	MGEA5
		MIR3202-2	MGLL
		MIR320A	MGME1
		MIR320B1	MGMT
		MIR320B2	MGP
		MIR320C1	MGRN1
		MIR320C2	MGST1
		MIR320D1	MGST2
		MIR320D2	MGST3
		MIR320E	MHRT
		MIR323A	MIA
		MIR323B	MIA2
		MIR324	MIA3
		MIR326	MIA-RAB4B
		MIR328	MIB1
		MIR329-1	MIB2
		MIR329-2	MICA
		MIR330	MICAL1
		MIR331	MICAL2
		MIR335	MICAL3
		MIR337	MICALCL
		MIR338	MICALL1
		MIR339	MICALL2
		MIR33A	MICB
		MIR33B	MICU1
		MIR340	MICU2
		MIR345	MICU3
		MIR346	MID1
		MIR34A	MID1IP1
		MIR34B	MID2
		MIR34C	MIDN
		MIR3529	MIEF1
		MIR3591	MIEF2
		MIR3605	MIEN1
		MIR3606	MIER1
		MIR3607	MIER2
		MIR3609	MIER3
		MIR3610	MIF
		MIR3612	MIF4GD
		MIR3613	MIF-AS1
		MIR3614	MIIP
		MIR3615	MILR1
		MIR3616	MINA
		MIR3618	MINK1
		MIR3619	MINOS1
		MIR362	MINOS1-NBL1
		MIR3620	MINPP1
		MIR3621	MIOS
		MIR3622A	MIOX
		MIR3622B	MIP
		MIR363	MIPEP
		MIR3646	MIPEPP3
		MIR3648	MIPOL1
		MIR3649	MIR100
		MIR3650	MIR101-1
		MIR3651	MIR101-2
		MIR3652	MIR103A1
		MIR3653	MIR103A2
		MIR3654	MIR103B1
		MIR3655	MIR103B2
		MIR3656	MIR105-1
		MIR3658	MIR105-2
		MIR3659	MIR106A
		MIR365A	MIR106B
		MIR365B	MIR107
		MIR3660	MIR10A
		MIR3661	MIR10B
		MIR3662	MIR1-1
		MIR3663	MIR1178
		MIR3664	MIR1179
		MIR3665	MIR1180
		MIR3666	MIR1181
		MIR3668	MIR1182
		MIR367	MIR1183
		MIR3671	MIR1184-1
		MIR3675	MIR1184-2
		MIR3677	MIR1184-3
		MIR3679	MIR1185-1
		MIR3680-1	MIR1185-2
		MIR3680-2	MIR1193
		MIR3685	MIR1197
		MIR3687	MIR1199
		MIR3688-1	MIR1-1HG
		MIR3688-2	MIR1-2
		MIR3689A	MIR1200
		MIR3689B	MIR1202
		MIR3689C	MIR1203
		MIR3689D1	MIR1204
		MIR3689E	MIR1205
		MIR3689F	MIR1206
		MIR369	MIR1207
		MIR3690-1	MIR1208
		MIR3690-2	MIR122
		MIR3714	MIR1224
		MIR371A	MIR1225
		MIR371B	MIR1226
		MIR372	MIR1227
		MIR373	MIR1228
		MIR374A	MIR1229
		MIR374B	MIR1231
		MIR374C	MIR1233-1
		MIR375	MIR1233-2
		MIR376A1	MIR1236
		MIR376A2	MIR1237
		MIR376B	MIR1238
		MIR376C	MIR124-1
		MIR377	MIR124-2
		MIR378C	MIR124-2HG
		MIR378D1	MIR1243
		MIR378D2	MIR124-3
		MIR378E	MIR1244-1
		MIR378F	MIR1244-2
		MIR378J	MIR1244-3
		MIR379	MIR1244-4
		MIR381	MIR1245A
		MIR381HG	MIR1245B
		MIR382	MIR1246
		MIR384	MIR1247
		MIR3907	MIR1248
		MIR3908	MIR1249
		MIR3909	MIR1250
		MIR3910-1	MIR1251
		MIR3910-2	MIR1252
		MIR3911	MIR1253
		MIR3912	MIR1254-1
		MIR3913-1	MIR1254-2
		MIR3913-2	MIR1255A
		MIR3914-1	MIR1255B1
		MIR3914-2	MIR1255B2
		MIR3916	MIR1256
		MIR3917	MIR1257
		MIR3918	MIR1258
		MIR3919	MIR125A
		MIR3920	MIR125B1
		MIR3921	MIR125B2
		MIR3922	MIR126
		MIR3924	MIR1260A
		MIR3925	MIR1260B
		MIR3926-1	MIR1261
		MIR3926-2	MIR1262
		MIR3928	MIR1263
		MIR3935	MIR1264
		MIR3936	MIR1265
		MIR3938	MIR1266
		MIR3939	MIR1267
		MIR3940	MIR1268A
		MIR3941	MIR1269A
		MIR3942	MIR1269B
		MIR3943	MIR127
		MIR3944	MIR1270
		MIR3945	MIR1271
		MIR3960	MIR1272
		MIR3973	MIR1273A
		MIR3974	MIR1273C
		MIR3975	MIR1273F
		MIR3976	MIR1273G
		MIR3977	MIR1273H
		MIR3978	MIR1275
		MIR409	MIR1276
		MIR410	MIR1277
		MIR411	MIR1278
		MIR412	MIR1279
		MIR421	MIR1281
		MIR423	MIR128-1
		MIR424	MIR1282
		MIR425	MIR128-2
		MIR4251	MIR1283-1
		MIR4252	MIR1283-2
		MIR4253	MIR1284
		MIR4254	MIR1286
		MIR4255	MIR1287
		MIR4256	MIR1288
		MIR4257	MIR1289-1
		MIR4258	MIR1289-2
		MIR4260	MIR1290
		MIR4261	MIR1291
		MIR4262	MIR129-1
		MIR4263	MIR1292
		MIR4264	MIR129-2
		MIR4265	MIR1293
		MIR4266	MIR1294
		MIR4267	MIR1295A
		MIR4268	MIR1295B
		MIR4269	MIR1296
		MIR4270	MIR1297
		MIR4271	MIR1298
		MIR4272	MIR1299
		MIR4273	MIR1301
		MIR4274	MIR1302-1
		MIR4275	MIR1302-10
		MIR4276	MIR1302-11
		MIR4277	MIR1302-2
		MIR4278	MIR1302-3
		MIR4279	MIR1302-4
		MIR4280	MIR1302-5
		MIR4281	MIR1302-6
		MIR4282	MIR1302-7
		MIR4283-1	MIR1302-8
		MIR4283-2	MIR1302-9
		MIR4284	MIR1303
		MIR4285	MIR1304
		MIR4287	MIR1305
		MIR4288	MIR1306
		MIR4289	MIR1307
		MIR429	MIR130A
		MIR4290	MIR130B
		MIR4291	MIR132
		MIR4292	MIR1321
		MIR4294	MIR1322
		MIR4295	MIR1323
		MIR4296	MIR1324
		MIR4297	MIR133A1
		MIR4298	MIR133A1HG
		MIR4299	MIR133A2
		MIR4300	MIR133B
		MIR4301	MIR134
		MIR4302	MIR1343
		MIR4303	MIR135A1
		MIR4304	MIR135A2
		MIR4305	MIR135B
		MIR4306	MIR136
		MIR4307	MIR137
		MIR4308	MIR137HG
		MIR4309	MIR138-1
		MIR431	MIR138-2
		MIR4310	MIR139
		MIR4311	MIR140
		MIR4312	MIR141
		MIR4313	MIR142
		MIR4314	MIR143
		MIR4315-1	MIR143HG
		MIR4315-2	MIR144
		MIR4316	MIR145
		MIR4317	MIR1468
		MIR4318	MIR1469
		MIR4319	MIR146A
		MIR432	MIR146B
		MIR4320	MIR1470
		MIR4321	MIR1471
		MIR4322	MIR147A
		MIR4323	MIR147B
		MIR4324	MIR148A
		MIR4325	MIR148B
		MIR4326	MIR149
		MIR4327	MIR150
		MIR4328	MIR151B
		MIR4329	MIR152
		MIR433	MIR153-1
		MIR4330	MIR153-2
		MIR4417	MIR1537
		MIR4420	MIR1538
		MIR4422	MIR1539
		MIR4423	MIR154
		MIR4424	MIR155
		MIR4426	MIR155HG
		MIR4427	MIR15A
		MIR4429	MIR15B
		MIR4432	MIR16-1
		MIR4434	MIR16-2
		MIR4435-1	MIR17
		MIR4435-1HG	MIR17HG
		MIR4435-2	MIR181A1
		MIR4436B1	MIR181A2
		MIR4436B2	MIR181B1
		MIR4437	MIR181B2
		MIR4439	MIR181C
		MIR4440	MIR181D
		MIR4441	MIR182
		MIR4442	MIR1825
		MIR4444-1	MIR1827
		MIR4444-2	MIR183
		MIR4446	MIR184
		MIR4449	MIR185
		MIR4450	MIR186
		MIR4451	MIR187
		MIR4453	MIR188
		MIR4454	MIR18A
		MIR4456	MIR18B
		MIR4458	MIR1908
		MIR4458HG	MIR1909
		MIR4460	MIR190A
		MIR4461	MIR190B
		MIR4462	MIR191
		MIR4465	MIR1910
		MIR4466	MIR1911
		MIR4467	MIR1912
		MIR4468	MIR1913
		MIR4469	MIR1914
		MIR4470	MIR1915
		MIR4471	MIR192
		MIR4472-1	MIR193A
		MIR4472-2	MIR193B
		MIR4473	MIR194-1
		MIR4474	MIR194-2
		MIR4475	MIR195
		MIR4476	MIR196A1
		MIR4478	MIR196A2
		MIR4479	MIR196B
		MIR448	MIR197
		MIR4480	MIR1972-1
		MIR4482	MIR1972-2
		MIR4483	MIR1976
		MIR4484	MIR198
		MIR4485	MIR199A1
		MIR4486	MIR199A2
		MIR4489	MIR199B
		MIR4490	MIR19A
		MIR4491	MIR19B1
		MIR4492	MIR19B2
		MIR4493	MIR200A
		MIR4497	MIR200B
		MIR4498	MIR200C
		MIR4499	MIR202
		MIR449A	MIR202HG
		MIR449B	MIR203A
		MIR449C	MIR203B
		MIR4500	MIR204
		MIR4500HG	MIR205
		MIR4503	MIR2052
		MIR4508	MIR2053
		MIR4509-1	MIR2054
		MIR4509-2	MIR205HG
		MIR4509-3	MIR206
		MIR450A1	MIR208A
		MIR450A2	MIR208B
		MIR450B	MIR20A
		MIR4510	MIR20B
		MIR4511	MIR21
		MIR4513	MIR210
		MIR4514	MIR210HG
		MIR4515	MIR211
		MIR4516	MIR2110
		MIR4517	MIR2113
		MIR4519	MIR2114
		MIR451A	MIR2115
		MIR451B	MIR2116
		MIR452	MIR2117
		MIR4520A	MIR212
		MIR4520B	MIR214
		MIR4521	MIR215
		MIR4522	MIR216A
		MIR4523	MIR216B
		MIR4524A	MIR217
		MIR4524B	MIR218-1
		MIR4526	MIR218-2
		MIR4529	MIR219A1
		MIR4530	MIR219A2
		MIR4531	MIR219B
		MIR4532	MIR22
		MIR4533	MIR221
		MIR4534	MIR222
		MIR4535	MIR223
		MIR4536-1	MIR224
		MIR454	MIR2276
		MIR4540	MIR2277
		MIR455	MIR2278
		MIR4632	MIR22HG
		MIR4633	MIR2355
		MIR4634	MIR2392
		MIR4635	MIR23A
		MIR4636	MIR23B
		MIR4637	MIR23C
		MIR4638	MIR24-1
		MIR4639	MIR24-2
		MIR4640	MIR2467
		MIR4641	MIR25
		MIR4642	MIR2681
		MIR4643	MIR2682
		MIR4644	MIR26A1
		MIR4645	MIR26A2
		MIR4646	MIR26B
		MIR4647	MIR27A
		MIR4648	MIR27B
		MIR4649	MIR28
		MIR4650-1	MIR2861
		MIR4650-2	MIR2909
		MIR4651	MIR296
		MIR4652	MIR298
		MIR4653	MIR299
		MIR4654	MIR29A
		MIR4655	MIR29B1
		MIR4656	MIR29B2
		MIR4657	MIR29C
		MIR4658	MIR300
		MIR4659A	MIR301A
		MIR4659B	MIR301B
		MIR4660	MIR302A
		MIR4661	MIR302B
		MIR4663	MIR302C
		MIR4664	MIR302D
		MIR4665	MIR302E
		MIR4666A	MIR302F
		MIR4667	MIR3064
		MIR4668	MIR3065
		MIR4669	MIR3074
		MIR4670	MIR30A
		MIR4671	MIR30B
		MIR4672	MIR30C1
		MIR4673	MIR30C2
		MIR4674	MIR30D
		MIR4675	MIR30E
		MIR4676	MIR31
		MIR4677	MIR3115
		MIR4678	MIR3116-1
		MIR4679-1	MIR3116-2
		MIR4679-2	MIR3117
		MIR4680	MIR3118-1
		MIR4681	MIR3119-1
		MIR4682	MIR3119-2
		MIR4683	MIR3120
		MIR4684	MIR3121
		MIR4685	MIR3122
		MIR4686	MIR3123
		MIR4687	MIR3124
		MIR4688	MIR3125
		MIR4689	MIR3126
		MIR4690	MIR3127
		MIR4691	MIR3128
		MIR4692	MIR3129
		MIR4693	MIR3130-1
		MIR4694	MIR3130-2
		MIR4695	MIR3131
		MIR4696	MIR3132
		MIR4697	MIR3133
		MIR4697HG	MIR3134
		MIR4698	MIR3135A
		MIR4699	MIR3135B
		MIR4700	MIR3136
		MIR4701	MIR3137
		MIR4703	MIR3138
		MIR4705	MIR3139
		MIR4706	MIR3140
		MIR4707	MIR3141
		MIR4708	MIR3142
		MIR4709	MIR3143
		MIR4710	MIR3144
		MIR4711	MIR3145
		MIR4712	MIR3146
		MIR4713	MIR3147
		MIR4714	MIR3148
		MIR4715	MIR3149
		MIR4716	MIR3150A
		MIR4717	MIR3150B
		MIR4718	MIR3151
		MIR4719	MIR3152
		MIR4720	MIR3153
		MIR4721	MIR3154
		MIR4722	MIR3155A
		MIR4723	MIR3155B
		MIR4724	MIR3156-1
		MIR4725	MIR3156-2
		MIR4726	MIR3156-3
		MIR4727	MIR3157
		MIR4728	MIR3158-1
		MIR4729	MIR3158-2
		MIR4730	MIR3160-1
		MIR4731	MIR3160-2
		MIR4732	MIR3161
		MIR4733	MIR3162
		MIR4734	MIR3163
		MIR4735	MIR3164
		MIR4736	MIR3165
		MIR4737	MIR3166
		MIR4738	MIR3167
		MIR4739	MIR3168
		MIR4740	MIR3169
		MIR4741	MIR3170
		MIR4742	MIR3171
		MIR4743	MIR3173
		MIR4744	MIR3174
		MIR4745	MIR3175
		MIR4746	MIR3176
		MIR4747	MIR3177
		MIR4748	MIR3178
		MIR4749	MIR3179-1
		MIR4750	MIR3179-2
		MIR4751	MIR3179-3
		MIR4752	MIR3179-4
		MIR4753	MIR3181
		MIR4754	MIR3182
		MIR4755	MIR3183
		MIR4756	MIR3184
		MIR4757	MIR3185
		MIR4758	MIR3186
		MIR4759	MIR3187
		MIR4760	MIR3188
		MIR4761	MIR3189
		MIR4762	MIR3190
		MIR4763	MIR3191
		MIR4764	MIR3192
		MIR4765	MIR3193
		MIR4766	MIR3194
		MIR4767	MIR3195
		MIR4768	MIR3196
		MIR4769	MIR3197
		MIR4770	MIR3198-1
		MIR4772	MIR3198-2
		MIR4773-1	MIR3199-1
		MIR4773-2	MIR3199-2
		MIR4774	MIR32
		MIR4775	MIR3200
		MIR4776-1	MIR3201
		MIR4776-2	MIR3202-1
		MIR4777	MIR3202-2
		MIR4778	MIR320A
		MIR4779	MIR320B1
		MIR4780	MIR320B2
		MIR4781	MIR320C1
		MIR4782	MIR320C2
		MIR4783	MIR320D1
		MIR4784	MIR320D2
		MIR4785	MIR320E
		MIR4786	MIR323A
		MIR4787	MIR323B
		MIR4788	MIR324
		MIR4789	MIR325
		MIR4790	MIR326
		MIR4791	MIR328
		MIR4792	MIR329-1
		MIR4793	MIR329-2
		MIR4794	MIR330
		MIR4795	MIR331
		MIR4796	MIR335
		MIR4797	MIR337
		MIR4798	MIR338
		MIR4799	MIR339
		MIR4800	MIR33A
		MIR4801	MIR33B
		MIR4802	MIR340
		MIR4803	MIR342
		MIR4804	MIR345
		MIR483	MIR346
		MIR484	MIR34A
		MIR485	MIR34B
		MIR486	MIR34C
		MIR486-2	MIR3529
		MIR487A	MIR3591
		MIR487B	MIR3605
		MIR488	MIR3606
		MIR489	MIR3607
		MIR490	MIR3609
		MIR491	MIR361
		MIR492	MIR3610
		MIR493	MIR3611
		MIR494	MIR3612
		MIR495	MIR3613
		MIR496	MIR3614
		MIR497	MIR3615
		MIR497HG	MIR3616
		MIR498	MIR3617
		MIR4999	MIR3618
		MIR499A	MIR3619
		MIR499B	MIR362
		MIR5000	MIR3620
		MIR5001	MIR3621
		MIR5002	MIR3622A
		MIR5003	MIR3622B
		MIR5004	MIR363
		MIR5007	MIR3646
		MIR5008	MIR3648-1
		MIR5009	MIR3648-2
		MIR500A	MIR3649
		MIR501	MIR3650
		MIR5010	MIR3651
		MIR5011	MIR3652
		MIR502	MIR3653
		MIR503	MIR3654
		MIR503HG	MIR3655
		MIR504	MIR3656
		MIR5047	MIR3657
		MIR505	MIR3658
		MIR506	MIR3659
		MIR507	MIR365A
		MIR508	MIR365B
		MIR5087	MIR3660
		MIR5088	MIR3661
		MIR5089	MIR3662
		MIR5090	MIR3663
		MIR5091	MIR3664
		MIR509-1	MIR3665
		MIR5092	MIR3666
		MIR509-2	MIR3667
		MIR5093	MIR3668
		MIR509-3	MIR367
		MIR5094	MIR3670-1
		MIR5095	MIR3670-2
		MIR510	MIR3670-3
		MIR5100	MIR3670-4
		MIR511-1	MIR3671
		MIR512-1	MIR3672
		MIR512-2	MIR3674
		MIR514A1	MIR3677
		MIR514A2	MIR3678
		MIR515-2	MIR3679
		MIR516A1	MIR3680-1
		MIR516A2	MIR3680-2
		MIR516B1	MIR3681
		MIR516B2	MIR3682
		MIR517A	MIR3683
		MIR517B	MIR3684
		MIR517C	MIR3685
		MIR5186	MIR3686
		MIR5187	MIR3687-1
		MIR5188	MIR3687-2
		MIR5189	MIR3688-1
		MIR518A1	MIR3688-2
		MIR518A2	MIR3689A
		MIR518B	MIR3689B
		MIR518C	MIR3689C
		MIR518D	MIR3689D1
		MIR518E	MIR3689D2
		MIR518F	MIR3689E
		MIR5190	MIR3689F
		MIR5191	MIR369
		MIR5192	MIR3691
		MIR5193	MIR3692
		MIR5194	MIR370
		MIR5196	MIR3713
		MIR5197	MIR3714
		MIR519A1	MIR371A
		MIR519A2	MIR371B
		MIR519B	MIR372
		MIR519D	MIR373
		MIR519E	MIR374A
		MIR520A	MIR374B
		MIR520B	MIR374C
		MIR520C	MIR375
		MIR520D	MIR376A1
		MIR520E	MIR376A2
		MIR520F	MIR376B
		MIR520G	MIR376C
		MIR520H	MIR377
		MIR521-1	MIR378A
		MIR521-2	MIR378B
		MIR522	MIR378C
		MIR523	MIR378D1
		MIR524	MIR378D2
		MIR525	MIR378E
		MIR526A1	MIR378F
		MIR526A2	MIR378G
		MIR526B	MIR378H
		MIR527	MIR378I
		MIR532	MIR378J
		MIR539	MIR379
		MIR541	MIR380
		MIR542	MIR381
		MIR543	MIR382
		MIR545	MIR383
		MIR548A1	MIR384
		MIR548A2	MIR3907
		MIR548A3	MIR3908
		MIR548AC	MIR3909
		MIR548AI	MIR3910-1
		MIR548AJ2	MIR3910-2
		MIR548C	MIR3911
		MIR548D2	MIR3912
		MIR548F1	MIR3913-1
		MIR548F3	MIR3913-2
		MIR548F4	MIR3914-1
		MIR548G	MIR3914-2
		MIR548M	MIR3915
		MIR548N	MIR3916
		MIR548W	MIR3917
		MIR549A	MIR3918
		MIR550A1	MIR3919
		MIR550A2	MIR3920
		MIR550A3	MIR3921
		MIR550B1	MIR3922
		MIR550B2	MIR3923
		MIR551A	MIR3924
		MIR551B	MIR3925
		MIR553	MIR3926-1
		MIR554	MIR3926-2
		MIR555	MIR3927
		MIR556	MIR3928
		MIR557	MIR3929
		MIR5572	MIR3934
		MIR5579	MIR3935
		MIR558	MIR3936
		MIR5580	MIR3937
		MIR5581	MIR3938
		MIR5582	MIR3939
		MIR5583-1	MIR3940
		MIR5583-2	MIR3941
		MIR5584	MIR3942
		MIR5586	MIR3943
		MIR5587	MIR3944
		MIR559	MIR3945
		MIR561	MIR3960
		MIR563	MIR3972
		MIR564	MIR3973
		MIR567	MIR3974
		MIR568	MIR3975
		MIR5680	MIR3976
		MIR5681A	MIR3977
		MIR5681B	MIR3978
		MIR5684	MIR409
		MIR5685	MIR410
		MIR5688	MIR411
		MIR5689	MIR412
		MIR569	MIR421
		MIR5690	MIR422A
		MIR5691	MIR423
		MIR5692A1	MIR424
		MIR5692B	MIR425
		MIR5695	MIR4251
		MIR5699	MIR4252
		MIR5700	MIR4253
		MIR5702	MIR4254
		MIR5703	MIR4255
		MIR5704	MIR4256
		MIR5705	MIR4257
		MIR5707	MIR4258
		MIR5708	MIR4259
		MIR572	MIR4260
		MIR573	MIR4261
		MIR5739	MIR4262
		MIR574	MIR4263
		MIR577	MIR4264
		MIR578	MIR4265
		MIR5787	MIR4266
		MIR580	MIR4267
		MIR583	MIR4268
		MIR585	MIR4269
		MIR586	MIR4270
		MIR589	MIR4271
		MIR590	MIR4272
		MIR591	MIR4273
		MIR592	MIR4274
		MIR593	MIR4275
		MIR595	MIR4276
		MIR596	MIR4277
		MIR597	MIR4278
		MIR598	MIR4279
		MIR599	MIR4280
		MIR600	MIR4281
		MIR600HG	MIR4282
		MIR601	MIR4283-1
		MIR602	MIR4283-2
		MIR603	MIR4284
		MIR604	MIR4285
		MIR605	MIR4286
		MIR6068	MIR4287
		MIR6069	MIR4288
		MIR6081	MIR4289
		MIR6082	MIR429
		MIR6086	MIR4290
		MIR610	MIR4291
		MIR612	MIR4292
		MIR6124	MIR4293
		MIR6125	MIR4294
		MIR6127	MIR4295
		MIR6128	MIR4296
		MIR6131	MIR4297
		MIR6165	MIR4298
		MIR617	MIR4299
		MIR618	MIR4300
		MIR620	MIR4301
		MIR621	MIR4302
		MIR622	MIR4303
		MIR623	MIR4304
		MIR626	MIR4305
		MIR627	MIR4306
		MIR628	MIR4307
		MIR629	MIR4308
		MIR630	MIR4309
		MIR631	MIR431
		MIR632	MIR4310
		MIR634	MIR4311
		MIR635	MIR4312
		MIR636	MIR4313
		MIR637	MIR4314
		MIR638	MIR4315-1
		MIR639	MIR4315-2
		MIR641	MIR4316
		MIR642A	MIR4317
		MIR642B	MIR4318
		MIR643	MIR4319
		MIR644A	MIR432
		MIR645	MIR4320
		MIR647	MIR4321
		MIR648	MIR4322
		MIR6499	MIR4323
		MIR650	MIR4324
		MIR6501	MIR4325
		MIR6502	MIR4326
		MIR6503	MIR4327
		MIR6508	MIR4328
		MIR6509	MIR4329
		MIR6510	MIR433
		MIR6511A2	MIR4330
		MIR6511B1	MIR4417
		MIR6515	MIR4418
		MIR6516	MIR4419A
		MIR653	MIR4419B
		MIR654	MIR4420
		MIR655	MIR4421
		MIR656	MIR4422
		MIR657	MIR4423
		MIR658	MIR4424
		MIR659	MIR4425
		MIR660	MIR4426
		MIR661	MIR4427
		MIR662	MIR4428
		MIR663A	MIR4429
		MIR663B	MIR4430
		MIR664A	MIR4431
		MIR664B	MIR4432
		MIR665	MIR4433A
		MIR668	MIR4433B
		MIR670	MIR4434
		MIR671	MIR4435-1
		MIR6715A	MIR4435-2
		MIR6715B	MIR4436A
		MIR6716	MIR4436B1
		MIR6717	MIR4436B2
		MIR6718	MIR4437
		MIR6719	MIR4438
		MIR6721	MIR4439
		MIR6722	MIR4440
		MIR6723	MIR4441
		MIR6728	MIR4442
		MIR6729	MIR4443
		MIR6730	MIR4444-1
		MIR6731	MIR4444-2
		MIR6732	MIR4445
		MIR6733	MIR4446
		MIR6734	MIR4447
		MIR6735	MIR4449
		MIR6736	MIR4450
		MIR6737	MIR4451
		MIR6738	MIR4452
		MIR6739	MIR4453
		MIR6740	MIR4455
		MIR6741	MIR4456
		MIR6742	MIR4457
		MIR6743	MIR4458
		MIR6744	MIR4458HG
		MIR6745	MIR4459
		MIR6746	MIR4460
		MIR6747	MIR4462
		MIR6748	MIR4463
		MIR6749	MIR4464
		MIR675	MIR4465
		MIR6750	MIR4466
		MIR6751	MIR4467
		MIR6752	MIR4468
		MIR6753	MIR4469
		MIR6754	MIR4470
		MIR6755	MIR4471
		MIR6756	MIR4472-1
		MIR6757	MIR4472-2
		MIR6758	MIR4473
		MIR6759	MIR4474
		MIR676	MIR4475
		MIR6760	MIR4476
		MIR6761	MIR4477A
		MIR6762	MIR4477B
		MIR6763	MIR4478
		MIR6764	MIR4479
		MIR6765	MIR448
		MIR6766	MIR4480
		MIR6767	MIR4481
		MIR6768	MIR4482
		MIR6769A	MIR4483
		MIR6769B	MIR4484
		MIR6770-2	MIR4486
		MIR6771	MIR4487
		MIR6773	MIR4488
		MIR6774	MIR4489
		MIR6775	MIR4490
		MIR6776	MIR4491
		MIR6777	MIR4492
		MIR6778	MIR4493
		MIR6779	MIR4494
		MIR6780A	MIR4495
		MIR6780B	MIR4496
		MIR6781	MIR4497
		MIR6782	MIR4498
		MIR6783	MIR4499
		MIR6784	MIR449A
		MIR6785	MIR449B
		MIR6786	MIR449C
		MIR6787	MIR4500
		MIR6789	MIR4501
		MIR6790	MIR4502
		MIR6791	MIR4503
		MIR6792	MIR4504
		MIR6793	MIR4505
		MIR6794	MIR4506
		MIR6795	MIR4508
		MIR6796	MIR4509-1
		MIR6797	MIR4509-2
		MIR6798	MIR4509-3
		MIR6799	MIR450A1
		MIR6800	MIR450A2
		MIR6801	MIR450B
		MIR6802	MIR4510
		MIR6803	MIR4511
